SYMBOL,QUOTE_DATE,BID,ASK,QUOTIM,QUOTEID,QUOTETIM_MS
EUR/USD,2019-05-02,1.1244,1.1249,00:02:11.692000,127391757,131692
EUR/USD,2019-05-02,1.1244,1.1249,00:02:09.669000,127391758,129669
EUR/USD,2019-05-02,1.1244,1.1249,00:02:11.591000,127391759,131591
EUR/USD,2019-05-02,1.1244,1.1249,00:02:13.716000,127391760,133716
EUR/USD,2019-05-02,1.1244,1.1246,00:02:16.999000,127391761,135999
EUR/USD,2019-05-02,1.1244,1.1248,00:02:18.711000,127391762,138711
EUR/USD,2019-05-02,1.1245,1.1247,00:02:14.271000,127391763,134271
EUR/USD,2019-05-02,1.1244,1.1248,00:02:20.458000,127391764,140458
EUR/USD,2019-05-02,1.1244,1.1248,00:02:22.499000,127391765,142499
EUR/USD,2019-05-02,1.1244,1.1248,00:02:15.482000,127391766,135482
EUR/USD,2019-05-02,1.1243,1.1248,00:02:21.970000,127391767,141970
EUR/USD,2019-05-02,1.1244,1.1248,00:02:16.481000,127391768,136481
EUR/USD,2019-05-02,1.1244,1.1248,00:02:25.464000,127391769,145464
EUR/USD,2019-05-02,1.1245,1.1248,00:02:29.567000,127391770,149567
EUR/USD,2019-05-02,1.1243,1.1245,00:02:24.714000,127391771,144714
EUR/USD,2019-05-02,1.1245,1.1246,00:02:29.716000,127391772,149716
EUR/USD,2019-05-02,1.1245,1.1246,00:02:28.081000,127391773,148081
EUR/USD,2019-05-02,1.1246,1.1247,00:02:30.392000,127391774,150392
EUR/USD,2019-05-02,1.1245,1.1246,00:02:24.528000,127391775,144528
EUR/USD,2019-05-02,1.1245,1.1246,00:02:23.817000,127391776,143817
EUR/USD,2019-05-02,1.1244,1.1249,00:02:26.782000,127391777,146782
EUR/USD,2019-05-02,1.1244,1.1249,00:02:22.884000,127391778,142884
EUR/USD,2019-05-02,1.1244,1.1248,00:02:32.597000,127391779,152597
EUR/USD,2019-05-02,1.1243,1.1248,00:02:25.962000,127391780,145962
EUR/USD,2019-05-02,1.1244,1.1248,00:02:29.493000,127391781,149493
EUR/USD,2019-05-02,1.1244,1.1248,00:02:30.467000,127391782,150467
EUR/USD,2019-05-02,1.1244,1.1246,00:02:23.501000,127391783,143501
EUR/USD,2019-05-02,1.1246,1.1247,00:02:29.640000,127391784,149640
EUR/USD,2019-05-02,1.1245,1.1249,00:02:31.479000,127391785,151479
EUR/USD,2019-05-02,1.1243,1.1245,00:02:22.978000,127391786,142978
EUR/USD,2019-05-02,1.1244,1.1248,00:02:28.496000,127391787,148496
EUR/USD,2019-05-02,1.1244,1.1248,00:02:23.458000,127391788,143458
EUR/USD,2019-05-02,1.1243,1.1248,00:02:35.003000,127391789,155003
EUR/USD,2019-05-02,1.1245,1.1247,00:02:37.006000,127391790,157006
EUR/USD,2019-05-02,1.1244,1.1248,00:02:34.821000,127391791,154821
EUR/USD,2019-05-02,1.1243,1.1248,00:02:41.099000,127391792,161099
EUR/USD,2019-05-02,1.1244,1.1246,00:02:35.347000,127391793,155347
EUR/USD,2019-05-02,1.1244,1.1249,00:02:42.420000,127391794,162420
EUR/USD,2019-05-02,1.1243,1.1248,00:02:37.183000,127391795,157183
EUR/USD,2019-05-02,1.1243,1.1248,00:02:39.122000,127391796,159122
EUR/USD,2019-05-02,1.1244,1.1249,00:02:40.237000,127391797,160237
EUR/USD,2019-05-02,1.1244,1.1248,00:02:33.489000,127391798,153489
EUR/USD,2019-05-02,1.1243,1.1248,00:02:42.717000,127391799,162717
EUR/USD,2019-05-02,1.1246,1.1247,00:02:40.644000,127391800,160644
EUR/USD,2019-05-02,1.1245,1.1247,00:02:33.136000,127391801,153136
EUR/USD,2019-05-02,1.1244,1.1248,00:02:35.718000,127391802,155718
EUR/USD,2019-05-02,1.1244,1.1249,00:02:36.153000,127391803,156153
EUR/USD,2019-05-02,1.1244,1.1248,00:02:39.736000,127391804,159736
EUR/USD,2019-05-02,1.1245,1.1246,00:02:35.579000,127391805,155579
EUR/USD,2019-05-02,1.1244,1.1249,00:02:38.195000,127391806,158195
EUR/USD,2019-05-02,1.1244,1.1249,00:02:48.256000,127391807,168256
EUR/USD,2019-05-02,1.1244,1.1249,00:02:50.530000,127391808,170530
EUR/USD,2019-05-02,1.1243,1.1248,00:02:47.223000,127391809,167223
EUR/USD,2019-05-02,1.1244,1.1246,00:02:43.149000,127391810,163149
EUR/USD,2019-05-02,1.1244,1.1249,00:02:49.715000,127391811,169715
EUR/USD,2019-05-02,1.1243,1.1248,00:02:49.302000,127391812,169302
EUR/USD,2019-05-02,1.1244,1.1249,00:02:44.340000,127391813,164340
EUR/USD,2019-05-02,1.1244,1.1248,00:02:51.503000,127391814,171503
EUR/USD,2019-05-02,1.1245,1.125,00:02:52.351000,127391815,172351
EUR/USD,2019-05-02,1.1243,1.1248,00:02:45.191000,127391816,165191
EUR/USD,2019-05-02,1.1244,1.1249,00:02:46.343000,127391817,166343
EUR/USD,2019-05-02,1.1246,1.1247,00:02:43.423000,127391818,163423
EUR/USD,2019-05-02,1.1243,1.1248,00:02:43.201000,127391819,163201
EUR/USD,2019-05-02,1.1245,1.1249,00:02:52.506000,127391820,172506
EUR/USD,2019-05-02,1.1243,1.1248,00:02:51.190000,127391821,171190
EUR/USD,2019-05-02,1.1245,1.1246,00:02:45.419000,127391822,165419
EUR/USD,2019-05-02,1.1245,1.125,00:03:02.471000,127391823,182471
EUR/USD,2019-05-02,1.1246,1.1247,00:03:02.718000,127391824,182718
EUR/USD,2019-05-02,1.1244,1.1249,00:02:58.465000,127391825,178465
EUR/USD,2019-05-02,1.1245,1.1248,00:02:55.795000,127391826,175795
EUR/USD,2019-05-02,1.1245,1.1249,00:02:55.660000,127391827,175660
EUR/USD,2019-05-02,1.1244,1.1249,00:02:57.432000,127391828,177432
EUR/USD,2019-05-02,1.1244,1.1249,00:02:53.514000,127391829,173514
EUR/USD,2019-05-02,1.1244,1.1249,00:02:55.706000,127391830,175706
EUR/USD,2019-05-02,1.1245,1.125,00:02:56.475000,127391831,176475
EUR/USD,2019-05-02,1.1246,1.1247,00:03:00.551000,127391832,180551
EUR/USD,2019-05-02,1.1245,1.1249,00:02:55.239000,127391833,175239
EUR/USD,2019-05-02,1.1244,1.1249,00:02:59.420000,127391834,179420
EUR/USD,2019-05-02,1.1244,1.1249,00:02:55.392000,127391835,175392
EUR/USD,2019-05-02,1.1245,1.125,00:02:54.475000,127391836,174475
EUR/USD,2019-05-02,1.1246,1.1247,00:03:00.244000,127391837,180244
EUR/USD,2019-05-02,1.1245,1.1247,00:02:53.126000,127391838,173126
EUR/USD,2019-05-02,1.1245,1.125,00:02:58.362000,127391839,178362
EUR/USD,2019-05-02,1.1244,1.1249,00:03:12.709000,127391840,192709
EUR/USD,2019-05-02,1.1246,1.1247,00:03:10.514000,127391841,190514
EUR/USD,2019-05-02,1.1247,1.1248,00:03:05.694000,127391842,185694
EUR/USD,2019-05-02,1.1244,1.1249,00:03:08.753000,127391843,188753
EUR/USD,2019-05-02,1.1244,1.1249,00:03:12.514000,127391844,192514
EUR/USD,2019-05-02,1.1244,1.1249,00:03:09.614000,127391845,189614
EUR/USD,2019-05-02,1.1245,1.125,00:03:04.530000,127391846,184530
EUR/USD,2019-05-02,1.1245,1.1249,00:03:08.607000,127391847,188607
EUR/USD,2019-05-02,1.1245,1.125,00:03:07.824000,127391848,187824
EUR/USD,2019-05-02,1.1244,1.1249,00:03:10.789000,127391849,190789
EUR/USD,2019-05-02,1.1244,1.1249,00:03:06.570000,127391850,186570
EUR/USD,2019-05-02,1.1246,1.1247,00:03:23.016000,127391851,203016
EUR/USD,2019-05-02,1.1246,1.1247,00:03:21.209000,127391852,201209
EUR/USD,2019-05-02,1.1245,1.125,00:03:21.894000,127391853,201894
EUR/USD,2019-05-02,1.1245,1.125,00:03:23.890000,127391854,203890
EUR/USD,2019-05-02,1.1245,1.1249,00:03:19.669000,127391855,199669
EUR/USD,2019-05-02,1.1244,1.1248,00:03:22.683000,127391856,202683
EUR/USD,2019-05-02,1.1247,1.1248,00:03:19.965000,127391857,199965
EUR/USD,2019-05-02,1.1244,1.1248,00:03:31.691000,127391858,211691
EUR/USD,2019-05-02,1.1244,1.1248,00:03:24.660000,127391859,204660
EUR/USD,2019-05-02,1.1245,1.125,00:03:24.804000,127391860,204804
EUR/USD,2019-05-02,1.1246,1.1247,00:03:24.962000,127391861,204962
EUR/USD,2019-05-02,1.1243,1.1248,00:03:26.902000,127391862,206902
EUR/USD,2019-05-02,1.1245,1.1247,00:03:33.054000,127391863,213054
EUR/USD,2019-05-02,1.1244,1.1249,00:03:25.973000,127391864,205973
EUR/USD,2019-05-02,1.1244,1.1248,00:03:27.674000,127391865,207674
EUR/USD,2019-05-02,1.1244,1.1249,00:03:32.986000,127391866,212986
EUR/USD,2019-05-02,1.1244,1.1249,00:03:31.717000,127391867,211717
EUR/USD,2019-05-02,1.1243,1.1248,00:03:28.947000,127391868,208947
EUR/USD,2019-05-02,1.1244,1.1248,00:03:33.681000,127391869,213681
EUR/USD,2019-05-02,1.1244,1.1249,00:03:27.924000,127391870,207924
EUR/USD,2019-05-02,1.1245,1.1248,00:03:25.265000,127391871,205265
EUR/USD,2019-05-02,1.1244,1.1248,00:03:25.662000,127391872,205662
EUR/USD,2019-05-02,1.1243,1.1248,00:03:30.950000,127391873,210950
EUR/USD,2019-05-02,1.1244,1.1248,00:03:32.681000,127391874,212681
EUR/USD,2019-05-02,1.1244,1.1246,00:03:25.403000,127391875,205403
EUR/USD,2019-05-02,1.1244,1.1249,00:03:29.911000,127391876,209911
EUR/USD,2019-05-02,1.1244,1.1248,00:03:25.201000,127391877,205201
EUR/USD,2019-05-02,1.1245,1.1246,00:03:29.885000,127391878,209885
EUR/USD,2019-05-02,1.1244,1.1249,00:03:32.002000,127391879,212002
EUR/USD,2019-05-02,1.1246,1.1247,00:03:30.664000,127391880,210664
EUR/USD,2019-05-02,1.1244,1.1248,00:03:36.701000,127391881,216701
EUR/USD,2019-05-02,1.1246,1.1247,00:03:34.610000,127391882,214610
EUR/USD,2019-05-02,1.1244,1.1249,00:03:35.055000,127391883,215055
EUR/USD,2019-05-02,1.1244,1.1249,00:03:34.194000,127391884,214194
EUR/USD,2019-05-02,1.1245,1.125,00:03:40.302000,127391885,220302
EUR/USD,2019-05-02,1.1244,1.1249,00:03:37.213000,127391886,217213
EUR/USD,2019-05-02,1.1244,1.1249,00:03:43.386000,127391887,223386
EUR/USD,2019-05-02,1.1244,1.1249,00:03:36.719000,127391888,216719
EUR/USD,2019-05-02,1.1245,1.125,00:03:36.287000,127391889,216287
EUR/USD,2019-05-02,1.1245,1.125,00:03:42.368000,127391890,222368
EUR/USD,2019-05-02,1.1245,1.125,00:03:38.284000,127391891,218284
EUR/USD,2019-05-02,1.1244,1.1249,00:03:39.095000,127391892,219095
EUR/USD,2019-05-02,1.1244,1.1249,00:03:41.275000,127391893,221275
EUR/USD,2019-05-02,1.1244,1.1248,00:03:34.972000,127391894,214972
EUR/USD,2019-05-02,1.1246,1.1248,00:03:43.158000,127391895,223158
EUR/USD,2019-05-02,1.1247,1.1248,00:03:40.934000,127391896,220934
EUR/USD,2019-05-02,1.1245,1.125,00:03:44.504000,127391897,224504
EUR/USD,2019-05-02,1.1244,1.1249,00:03:43.718000,127391898,223718
EUR/USD,2019-05-02,1.1245,1.125,00:03:52.535000,127391899,232535
EUR/USD,2019-05-02,1.1244,1.1249,00:03:46.394000,127391900,226394
EUR/USD,2019-05-02,1.1244,1.1249,00:03:54.661000,127391901,234661
EUR/USD,2019-05-02,1.1246,1.1247,00:03:50.647000,127391902,230647
EUR/USD,2019-05-02,1.1246,1.1248,00:03:45.166000,127391903,225166
EUR/USD,2019-05-02,1.1244,1.1249,00:03:50.446000,127391904,230446
EUR/USD,2019-05-02,1.1244,1.1249,00:03:47.410000,127391905,227410
EUR/USD,2019-05-02,1.1244,1.1249,00:03:49.706000,127391906,229706
EUR/USD,2019-05-02,1.1245,1.1249,00:03:44.710000,127391907,224710
EUR/USD,2019-05-02,1.1244,1.1249,00:03:45.325000,127391908,225325
EUR/USD,2019-05-02,1.1246,1.1247,00:04:00.585000,127391909,240585
EUR/USD,2019-05-02,1.1245,1.125,00:04:00.667000,127391910,240667
EUR/USD,2019-05-02,1.1245,1.1247,00:03:55.531000,127391911,235531
EUR/USD,2019-05-02,1.1246,1.1247,00:04:04.515000,127391912,244515
EUR/USD,2019-05-02,1.1245,1.125,00:03:55.721000,127391913,235721
EUR/USD,2019-05-02,1.1245,1.125,00:04:02.624000,127391914,242624
EUR/USD,2019-05-02,1.1244,1.1249,00:04:03.726000,127391915,243726
EUR/USD,2019-05-02,1.1245,1.1249,00:03:55.315000,127391916,235315
EUR/USD,2019-05-02,1.1246,1.1247,00:04:00.197000,127391917,240197
EUR/USD,2019-05-02,1.1246,1.1247,00:03:58.090000,127391918,238090
EUR/USD,2019-05-02,1.1244,1.1249,00:03:56.505000,127391919,236505
EUR/USD,2019-05-02,1.1247,1.1248,00:03:55.611000,127391920,235611
EUR/USD,2019-05-02,1.1246,1.1247,00:04:12.469000,127391921,252469
EUR/USD,2019-05-02,1.1247,1.1248,00:04:06.088000,127391922,246088
EUR/USD,2019-05-02,1.1244,1.1249,00:04:07.890000,127391923,247890
EUR/USD,2019-05-02,1.1245,1.125,00:04:08.721000,127391924,248721
EUR/USD,2019-05-02,1.1245,1.125,00:04:12.826000,127391925,252826
EUR/USD,2019-05-02,1.1245,1.125,00:04:13.714000,127391926,253714
EUR/USD,2019-05-02,1.1246,1.1247,00:04:10.579000,127391927,250579
